|6.6.6
morb_1.tab                                                                                          
           2
P(bar)  
   10000.000000000000     
   20000.000000000000     
          68
T(K)    
   400.00000000000000     
   100.00000000000000     
          37
27
P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg vol_fraction_Sp vol_fraction_Pl vol_fraction_Aki vol_fraction_Cpx vol_fraction_O vol_fraction_Ring vol_fraction_seif vol_fraction_Ppv vol_fraction_Opx vol_fraction_Wus vol_fraction_Gt vol_fraction_st vol_fraction_C2_c vol_fraction_coe vol_fraction_q vol_fraction_CF vol_fraction_Pv vol_fraction_ky vol_fraction_ca_pv
810000. 1200.00 5293.31 0.127512E-004 1108.28 12.9171 7.10042 0.531834E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195175 0.000000 0.000000 0.000000 0.281734 0.277176 0.000000 0.245915
830000. 1200.00 5313.80 0.125824E-004 1107.49 12.9691 7.12335 0.568970E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195199 0.000000 0.000000 0.000000 0.281571 0.277346 0.000000 0.245884
850000. 1200.00 5334.06 0.124158E-004 1106.71 13.0199 7.14514 0.605948E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195530 0.000000 0.000000 0.000000 0.282143 0.276476 0.000000 0.245851
870000. 1200.00 5354.15 0.122549E-004 1105.95 13.0703 7.16709 0.642799E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195767 0.000000 0.000000 0.000000 0.282505 0.275909 0.000000 0.245820
890000. 1200.00 5374.08 0.121003E-004 1105.21 13.1203 7.18894 0.679535E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195795 0.000000 0.000000 0.000000 0.282373 0.276042 0.000000 0.245790
910000. 1200.00 5393.81 0.119471E-004 1104.48 13.1693 7.21005 0.716116E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196167 0.000000 0.000000 0.000000 0.283074 0.274999 0.000000 0.245759
930000. 1200.00 5413.40 0.118008E-004 1103.76 13.2182 7.23133 0.752592E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196219 0.000000 0.000000 0.000000 0.283015 0.275036 0.000000 0.245730
950000. 1200.00 5432.80 0.116561E-004 1103.05 13.2661 7.25188 0.788924E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196547 0.000000 0.000000 0.000000 0.283622 0.274129 0.000000 0.245701
970000. 1200.00 5452.06 0.115176E-004 1102.35 13.3139 7.27265 0.825151E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196593 0.000000 0.000000 0.000000 0.283564 0.274169 0.000000 0.245673
990000. 1200.00 5471.13 0.113810E-004 1101.67 13.3608 7.29268 0.861244E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196844 0.000000 0.000000 0.000000 0.283996 0.273514 0.000000 0.245645
0.101000E+007 1200.00 5490.06 0.112478E-004 1100.99 13.4072 7.31250 0.897214E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.197117 0.000000 0.000000 0.000000 0.284487 0.272779 0.000000 0.245617
0.103000E+007 1200.00 5508.84 0.111180E-004 1100.33 13.4531 7.33215 0.933065E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.197381 0.000000 0.000000 0.000000 0.284967 0.272062 0.000000 0.245590
0.105000E+007 1200.00 5527.47 0.109924E-004 1099.67 13.4986 7.35146 0.968812E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.197515 0.000000 0.000000 0.000000 0.285132 0.271790 0.000000 0.245563
0.107000E+007 1200.00 5545.94 0.108707E-004 1099.03 13.5436 7.37047 0.100445E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.197533 0.000000 0.000000 0.000000 0.285019 0.271912 0.000000 0.245536
0.109000E+007 1200.00 5564.28 0.107508E-004 1098.40 13.5881 7.38931 0.103996E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.197728 0.000000 0.000000 0.000000 0.285344 0.271418 0.000000 0.245510
0.111000E+007 1200.00 5599.27 0.106537E-004 1097.25 13.6367 7.37142 0.107462E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196139 0.015315 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.287404 0.254920 0.000000 0.246223
0.113000E+007 1200.00 5624.71 0.107511E-004 1097.02 13.6647 7.40031 0.110946E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196826 0.079250 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.288807 0.188600 0.000000 0.246518
0.115000E+007 1200.00 5653.75 0.109247E-004 1096.93 13.6837 7.43181 0.114401E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198119 0.167686 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.291656 0.095565 0.000000 0.246975
0.117000E+007 1200.00 5676.19 0.109345E-004 1096.49 13.7187 7.45789 0.117855E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198364 0.205919 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.292024 0.056547 0.000000 0.247147
0.119000E+007 1200.00 5701.08 0.109903E-004 1096.14 13.7460 7.48352 0.121290E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199217 0.259549 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.293805 0.000000 0.000000 0.247430
0.121000E+007 1200.00 5718.92 0.108783E-004 1095.49 13.7875 7.50005 0.124749E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199172 0.259989 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.293427 0.000000 0.000000 0.247412
0.123000E+007 1200.00 5736.60 0.107680E-004 1094.84 13.8287 7.51651 0.128197E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199177 0.260250 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.293180 0.000000 0.000000 0.247394
0.125000E+007 1200.00 5754.04 0.106569E-004 1094.19 13.8701 7.53335 0.131631E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199393 0.259760 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.293478 0.000000 0.000000 0.247370
0.127000E+007 1200.00 5771.51 0.105524E-004 1093.56 13.9103 7.54913 0.135060E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199334 0.260239 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.293075 0.000000 0.000000 0.247352
0.129000E+007 1200.00 5788.98 0.104535E-004 1092.95 13.9497 7.56438 0.138482E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199055 0.261484 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.292121 0.000000 0.000000 0.247341
0.131000E+007 1200.00 5806.08 0.103502E-004 1092.33 13.9898 7.58048 0.141888E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199212 0.261188 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.292281 0.000000 0.000000 0.247318
0.133000E+007 1200.00 5823.18 0.102518E-004 1091.72 14.0290 7.59578 0.145287E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.199184 0.261545 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.291970 0.000000 0.000000 0.247301
0.135000E+007 1200.00 5840.27 0.101585E-004 1091.13 14.0676 7.61074 0.148679E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198946 0.262626 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.291139 0.000000 0.000000 0.247288
10000.0 1300.00 3118.05 0.296580E-004 1156.21 6.93063 3.87009 -0.114798E+008 0.000000 0.400603 0.000000 0.370907 0.000000 0.000000 0.000000 0.000000 0.214019 0.000000 0.014470 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
30000.0 1300.00 3499.21 0.268707E-004 1156.33 8.18235 4.54063 -0.109663E+008 0.000000 0.000000 0.000000 0.557086 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.352496 0.000000 0.000000 0.090417 0.000000 0.000000 0.000000 0.000000 0.000000
50000.0 1300.00 3561.18 0.247875E-004 1152.51 8.40610 4.62154 -0.104259E+008 0.000000 0.000000 0.000000 0.511273 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.398179 0.000000 0.000000 0.090548 0.000000 0.000000 0.000000 0.000000 0.000000
70000.0 1300.00 3616.26 0.231219E-004 1149.33 8.59687 4.68791 -0.989189E+007 0.000000 0.000000 0.000000 0.480049 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.429386 0.000000 0.000000 0.090565 0.000000 0.000000 0.000000 0.000000 0.000000
90000.0 1300.00 3761.78 0.228904E-004 1148.33 8.95971 4.89671 -0.939118E+007 0.000000 0.000000 0.000000 0.482027 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.451621 0.066352 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
110000. 1300.00 3809.01 0.216241E-004 1145.63 9.11006 4.94686 -0.887733E+007 0.000000 0.000000 0.000000 0.464589 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.468650 0.066760 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
130000. 1300.00 3857.34 0.205049E-004 1143.22 9.26292 5.00252 -0.836894E+007 0.000000 0.000000 0.000000 0.434757 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.498052 0.067191 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
150000. 1300.00 3910.26 0.195014E-004 1141.02 9.42856 5.07296 -0.786580E+007 0.000000 0.000000 0.000000 0.377876 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.554422 0.067703 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
170000. 1300.00 3972.13 0.186049E-004 1138.95 9.61731 5.16939 -0.737025E+007 0.000000 0.000000 0.000000 0.275352 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.656278 0.068370 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
190000. 1300.00 4098.96 0.188653E-004 1141.04 9.98385 5.42532 -0.691513E+007 0.000000 0.000000 0.000000 0.115630 0.000000 0.058760 0.000000 0.000000 0.000000 0.000000 0.667141 0.090994 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.067476
210000. 1300.00 4207.66 0.192877E-004 1143.22 10.2330 5.60440 -0.646222E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.068920 0.000000 0.000000 0.000000 0.000000 0.696101 0.096135 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.138844
230000. 1300.00 4274.97 0.193684E-004 1143.66 10.3568 5.67050 -0.600814E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.039435 0.672795 0.120311 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167458
250000. 1300.00 4381.33 0.190989E-004 1143.07 10.5556 5.81514 -0.557473E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.049776 0.494216 0.171143 0.000000 0.000000 0.000000 0.090602 0.000000 0.000000 0.194263
270000. 1300.00 4604.21 0.200499E-004 1144.17 11.1064 6.28449 -0.520737E+007 0.000000 0.000000 0.033484 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.122328 0.000000 0.334781 0.000000 0.000000 0.000000 0.263740 0.000000 0.000000 0.245667
290000. 1300.00 4637.97 0.196762E-004 1143.17 11.1889 6.31889 -0.478459E+007 0.000000 0.000000 0.018588 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.107045 0.000000 0.320583 0.000000 0.000000 0.000000 0.276153 0.031753 0.000000 0.245878
310000. 1300.00 4671.69 0.193709E-004 1142.48 11.2738 6.35382 -0.436563E+007 0.000000 0.000000 0.010789 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.085786 0.000000 0.296265 0.000000 0.000000 0.000000 0.282140 0.078909 0.000000 0.246111
330000. 1300.00 4703.19 0.190159E-004 1141.40 11.3559 6.39142 -0.394995E+007 0.000000 0.000000 0.002870 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.072584 0.000000 0.282894 0.000000 0.000000 0.000000 0.288935 0.106466 0.000000 0.246251
350000. 1300.00 4733.35 0.186699E-004 1140.32 11.4371 6.42805 -0.353674E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.061582 0.000000 0.269819 0.000000 0.000000 0.000000 0.289815 0.132442 0.000000 0.246342
370000. 1300.00 4762.43 0.183298E-004 1139.23 11.5171 6.46411 -0.312625E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.052226 0.000000 0.257836 0.000000 0.000000 0.000000 0.288453 0.155087 0.000000 0.246399
390000. 1300.00 4791.19 0.180128E-004 1138.18 11.5957 6.49979 -0.271822E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.042025 0.000000 0.244931 0.000000 0.000000 0.000000 0.286741 0.179842 0.000000 0.246461
410000. 1300.00 4819.65 0.177213E-004 1137.20 11.6723 6.53396 -0.231255E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.031130 0.000000 0.230992 0.000000 0.000000 0.000000 0.284442 0.206909 0.000000 0.246527
430000. 1300.00 4848.13 0.174670E-004 1136.33 11.7473 6.56626 -0.190951E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.017798 0.000000 0.213827 0.000000 0.000000 0.000000 0.281357 0.240405 0.000000 0.246613
450000. 1300.00 4876.39 0.172408E-004 1135.53 11.8203 6.59647 -0.150888E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003413 0.000000 0.194955 0.000000 0.000000 0.000000 0.277243 0.277683 0.000000 0.246706
470000. 1300.00 4902.18 0.169386E-004 1134.40 11.8890 6.62683 -0.110942E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.190720 0.000000 0.000000 0.000000 0.276504 0.286084 0.000000 0.246692
490000. 1300.00 4926.99 0.166236E-004 1133.20 11.9559 6.65693 -711331. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.190846 0.000000 0.000000 0.000000 0.276352 0.286157 0.000000 0.246646
510000. 1300.00 4951.48 0.163216E-004 1132.04 12.0215 6.68647 -315066. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.190971 0.000000 0.000000 0.000000 0.276217 0.286212 0.000000 0.246601
530000. 1300.00 4975.65 0.160317E-004 1130.91 12.0861 6.71543 79408.6 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.191092 0.000000 0.000000 0.000000 0.276091 0.286261 0.000000 0.246557
550000. 1300.00 4999.52 0.157531E-004 1129.82 12.1496 6.74384 472124. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.191217 0.000000 0.000000 0.000000 0.275992 0.286277 0.000000 0.246513
570000. 1300.00 5023.09 0.154847E-004 1128.76 12.2121 6.77184 863061. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.191411 0.000000 0.000000 0.000000 0.276082 0.286038 0.000000 0.246470
590000. 1300.00 5046.38 0.152264E-004 1127.74 12.2736 6.79932 0.125232E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.191594 0.000000 0.000000 0.000000 0.276163 0.285814 0.000000 0.246428
610000. 1300.00 5069.40 0.149777E-004 1126.74 12.3341 6.82634 0.163994E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.191756 0.000000 0.000000 0.000000 0.276205 0.285653 0.000000 0.246387
630000. 1300.00 5092.16 0.147379E-004 1125.77 12.3938 6.85293 0.202591E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.191940 0.000000 0.000000 0.000000 0.276315 0.285399 0.000000 0.246346
650000. 1300.00 5114.65 0.145060E-004 1124.82 12.4524 6.87899 0.241025E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.192165 0.000000 0.000000 0.000000 0.276539 0.284991 0.000000 0.246306
670000. 1300.00 5136.90 0.142825E-004 1123.90 12.5103 6.90464 0.279305E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.192353 0.000000 0.000000 0.000000 0.276686 0.284695 0.000000 0.246267
690000. 1300.00 5158.92 0.140666E-004 1123.00 12.5673 6.92987 0.317432E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.192540 0.000000 0.000000 0.000000 0.276838 0.284394 0.000000 0.246228
710000. 1300.00 5180.70 0.138580E-004 1122.12 12.6236 6.95475 0.355407E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.192720 0.000000 0.000000 0.000000 0.276988 0.284102 0.000000 0.246190
730000. 1300.00 5202.25 0.136561E-004 1121.27 12.6791 6.97919 0.393234E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.192895 0.000000 0.000000 0.000000 0.277137 0.283814 0.000000 0.246153
750000. 1300.00 5223.59 0.134600E-004 1120.43 12.7337 7.00332 0.430906E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.193173 0.000000 0.000000 0.000000 0.277551 0.283159 0.000000 0.246117
770000. 1300.00 5244.72 0.132705E-004 1119.61 12.7878 7.02721 0.468439E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.193393 0.000000 0.000000 0.000000 0.277833 0.282693 0.000000 0.246081
790000. 1300.00 5265.63 0.130873E-004 1118.81 12.8410 7.05042 0.505837E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.193537 0.000000 0.000000 0.000000 0.277930 0.282487 0.000000 0.246046
810000. 1300.00 5286.35 0.129089E-004 1118.03 12.8936 7.07352 0.543086E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.193791 0.000000 0.000000 0.000000 0.278313 0.281885 0.000000 0.246011
830000. 1300.00 5306.87 0.127361E-004 1117.26 12.9455 7.09622 0.580201E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.194008 0.000000 0.000000 0.000000 0.278612 0.281403 0.000000 0.245977
850000. 1300.00 5327.20 0.125686E-004 1116.51 12.9967 7.11857 0.617183E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.194202 0.000000 0.000000 0.000000 0.278860 0.280994 0.000000 0.245944
870000. 1300.00 5347.35 0.124057E-004 1115.78 13.0474 7.14066 0.654030E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.194412 0.000000 0.000000 0.000000 0.279159 0.280517 0.000000 0.245911
890000. 1300.00 5367.32 0.122467E-004 1115.05 13.0974 7.16254 0.690737E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.194742 0.000000 0.000000 0.000000 0.279761 0.279618 0.000000 0.245880
910000. 1300.00 5387.11 0.120929E-004 1114.35 13.1468 7.18399 0.727324E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.194957 0.000000 0.000000 0.000000 0.280085 0.279110 0.000000 0.245848
930000. 1300.00 5406.74 0.119431E-004 1113.65 13.1956 7.20517 0.763782E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195193 0.000000 0.000000 0.000000 0.280468 0.278522 0.000000 0.245817
950000. 1300.00 5426.19 0.117977E-004 1112.97 13.2439 7.22601 0.800118E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195389 0.000000 0.000000 0.000000 0.280760 0.278064 0.000000 0.245787
970000. 1300.00 5445.48 0.116561E-004 1112.30 13.2916 7.24660 0.836330E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195595 0.000000 0.000000 0.000000 0.281081 0.277568 0.000000 0.245757
990000. 1300.00 5464.60 0.115182E-004 1111.65 13.3387 7.26683 0.872422E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195800 0.000000 0.000000 0.000000 0.281402 0.277071 0.000000 0.245727
0.101000E+007 1300.00 5483.57 0.113841E-004 1111.00 13.3853 7.28682 0.908394E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195984 0.000000 0.000000 0.000000 0.281681 0.276637 0.000000 0.245698
0.103000E+007 1300.00 5502.40 0.112531E-004 1110.37 13.4315 7.30667 0.944244E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196205 0.000000 0.000000 0.000000 0.282058 0.276067 0.000000 0.245670
0.105000E+007 1300.00 5521.08 0.111258E-004 1109.74 13.4772 7.32625 0.979981E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196384 0.000000 0.000000 0.000000 0.282338 0.275636 0.000000 0.245642
0.107000E+007 1300.00 5539.60 0.110017E-004 1109.13 13.5224 7.34555 0.101561E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196540 0.000000 0.000000 0.000000 0.282568 0.275277 0.000000 0.245615
0.109000E+007 1300.00 5557.99 0.108802E-004 1108.52 13.5670 7.36460 0.105111E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196761 0.000000 0.000000 0.000000 0.282959 0.274692 0.000000 0.245588
0.111000E+007 1300.00 5591.29 0.107320E-004 1107.40 13.6181 7.34281 0.108589E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.194970 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.284490 0.274317 0.000000 0.246224
0.113000E+007 1300.00 5611.77 0.106946E-004 1106.99 13.6576 7.36602 0.112090E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.195367 0.023348 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.285244 0.249740 0.000000 0.246300
0.115000E+007 1300.00 5638.88 0.108391E-004 1106.99 13.6822 7.39842 0.115544E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196567 0.101537 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.287913 0.167312 0.000000 0.246671
0.117000E+007 1300.00 5667.96 0.110276E-004 1107.07 13.7025 7.43293 0.118968E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.197808 0.194116 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.290637 0.070308 0.000000 0.247132
0.119000E+007 1300.00 5694.93 0.111300E-004 1106.96 13.7241 7.45929 0.122405E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198868 0.260713 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.292915 0.000000 0.000000 0.247503
0.121000E+007 1300.00 5712.76 0.110150E-004 1106.34 13.7658 7.47597 0.125862E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198935 0.260770 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.292812 0.000000 0.000000 0.247483
0.123000E+007 1300.00 5730.53 0.109045E-004 1105.73 13.8071 7.49248 0.129310E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198871 0.261270 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.292394 0.000000 0.000000 0.247465
0.125000E+007 1300.00 5748.15 0.107961E-004 1105.13 13.8480 7.50880 0.132748E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198833 0.261674 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.292046 0.000000 0.000000 0.247446
0.127000E+007 1300.00 5765.67 0.106906E-004 1104.54 13.8884 7.52482 0.136176E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198759 0.262204 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.291608 0.000000 0.000000 0.247429
0.129000E+007 1300.00 5783.09 0.105880E-004 1103.95 13.9283 7.54056 0.139595E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198648 0.262858 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.291081 0.000000 0.000000 0.247413
0.131000E+007 1300.00 5800.41 0.104881E-004 1103.38 13.9678 7.55599 0.143005E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198505 0.263622 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.290476 0.000000 0.000000 0.247397
0.133000E+007 1300.00 5817.60 0.103903E-004 1102.81 14.0070 7.57133 0.146404E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198367 0.264360 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.289891 0.000000 0.000000 0.247381
0.135000E+007 1300.00 5834.68 0.102943E-004 1102.25 14.0459 7.58654 0.149794E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.198241 0.265052 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.289341 0.000000 0.000000 0.247366
