|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   10000.000000000000     
   20000.000000000000     
          68
T(K)    
   400.00000000000000     
   100.00000000000000     
          37
27
P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg vol_fraction_ky vol_fraction_CF vol_fraction_Aki vol_fraction_Ppv vol_fraction_Sp vol_fraction_ca_pv vol_fraction_Wad vol_fraction_Pv vol_fraction_q vol_fraction_C2_c vol_fraction_Cpx vol_fraction_Opx vol_fraction_st vol_fraction_Gt vol_fraction_Wus vol_fraction_Pl vol_fraction_Ring vol_fraction_O vol_fraction_neph
70000.0 1300.00 3477.19 0.262107E-004 1197.75 8.43559 4.66282 -0.103055E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.178627 0.089171 0.000000 0.151363 0.000000 0.000000 0.000000 0.580839 0.000000
90000.0 1300.00 3534.64 0.252771E-004 1196.38 8.63728 4.74732 -0.975620E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.081053 0.166747 0.000000 0.000000 0.170143 0.000000 0.000000 0.000000 0.582057 0.000000
110000. 1300.00 3580.79 0.237053E-004 1193.00 8.78741 4.79934 -0.921384E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.094942 0.153503 0.000000 0.000000 0.169712 0.000000 0.000000 0.000000 0.581843 0.000000
130000. 1300.00 3743.44 0.234516E-004 1195.30 9.40749 5.16163 -0.870998E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.569416 0.000000 0.000000 0.089805 0.146983 0.000000 0.000000 0.193797 0.000000 0.000000 0.000000 0.000000 0.000000
150000. 1300.00 3817.61 0.214984E-004 1190.36 9.63766 5.26134 -0.819835E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.521769 0.000000 0.000000 0.000000 0.116605 0.000000 0.011139 0.267757 0.000000 0.000000 0.082731 0.000000 0.000000
170000. 1300.00 3930.66 0.189443E-004 1182.78 10.0692 5.54331 -0.774174E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.044153 0.000000 0.037375 0.240917 0.000000 0.000000 0.677555 0.000000 0.000000
190000. 1300.00 3993.06 0.184074E-004 1181.68 10.2754 5.66597 -0.726445E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.018631 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.049796 0.215920 0.000000 0.000000 0.715652 0.000000 0.000000
210000. 1300.00 4035.02 0.179382E-004 1180.90 10.3856 5.70763 -0.678008E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.037317 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.048840 0.199775 0.000000 0.000000 0.714068 0.000000 0.000000
230000. 1300.00 4083.79 0.173630E-004 1179.89 10.4992 5.71405 -0.630083E+007 0.000000 0.000000 0.186045 0.000000 0.000000 0.050262 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.180833 0.000000 0.000000 0.582860 0.000000 0.000000
250000. 1300.00 4367.80 0.228719E-004 1200.22 10.9024 6.09976 -0.583254E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.058650 0.000000 0.583253 0.000000 0.000000 0.000000 0.000000 0.000000 0.181758 0.176339 0.000000 0.000000 0.000000 0.000000
270000. 1300.00 4474.85 0.232887E-004 1201.43 11.1994 6.31392 -0.541190E+007 0.000000 0.043446 0.015304 0.000000 0.000000 0.073030 0.000000 0.702435 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165785 0.000000 0.000000 0.000000 0.000000
290000. 1300.00 4504.57 0.227310E-004 1199.41 11.2781 6.34548 -0.497877E+007 0.000000 0.050218 0.007989 0.000000 0.000000 0.073042 0.000000 0.705252 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163499 0.000000 0.000000 0.000000 0.000000
310000. 1300.00 4533.72 0.222055E-004 1197.50 11.3549 6.37613 -0.454838E+007 0.000000 0.056767 0.001139 0.000000 0.000000 0.073054 0.000000 0.707729 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161312 0.000000 0.000000 0.000000 0.000000
330000. 1300.00 4561.65 0.216898E-004 1195.60 11.4325 6.40835 -0.412128E+007 0.000000 0.058524 0.000000 0.000000 0.000000 0.073053 0.000000 0.707850 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160573 0.000000 0.000000 0.000000 0.000000
350000. 1300.00 4588.94 0.211982E-004 1193.77 11.5094 6.44067 -0.369636E+007 0.000000 0.058535 0.000000 0.000000 0.000000 0.073049 0.000000 0.708087 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160329 0.000000 0.000000 0.000000 0.000000
370000. 1300.00 4615.76 0.207320E-004 1192.02 11.5845 6.47193 -0.327361E+007 0.000000 0.058390 0.000000 0.000000 0.000000 0.073044 0.000000 0.708428 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160138 0.000000 0.000000 0.000000 0.000000
390000. 1300.00 4642.16 0.202891E-004 1190.35 11.6580 6.50228 -0.285316E+007 0.000000 0.058514 0.000000 0.000000 0.000000 0.073039 0.000000 0.708569 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.159878 0.000000 0.000000 0.000000 0.000000
410000. 1300.00 4668.14 0.198680E-004 1188.74 11.7299 6.53186 -0.243477E+007 0.000000 0.058525 0.000000 0.000000 0.000000 0.073034 0.000000 0.708777 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.159665 0.000000 0.000000 0.000000 0.000000
430000. 1300.00 4693.73 0.194667E-004 1187.20 11.8004 6.56070 -0.201850E+007 0.000000 0.058560 0.000000 0.000000 0.000000 0.073028 0.000000 0.708970 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.159442 0.000000 0.000000 0.000000 0.000000
450000. 1300.00 4718.94 0.190839E-004 1185.71 11.8696 6.58897 -0.160430E+007 0.000000 0.058638 0.000000 0.000000 0.000000 0.073022 0.000000 0.709131 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.159208 0.000000 0.000000 0.000000 0.000000
470000. 1300.00 4743.80 0.187175E-004 1184.27 11.9370 6.61597 -0.119259E+007 0.000000 0.059722 0.000000 0.000000 0.000000 0.073017 0.000000 0.708560 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.158702 0.000000 0.000000 0.000000 0.000000
490000. 1300.00 4768.30 0.183679E-004 1182.89 12.0034 6.64272 -782467. 0.000000 0.060134 0.000000 0.000000 0.000000 0.073011 0.000000 0.708461 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.158394 0.000000 0.000000 0.000000 0.000000
510000. 1300.00 4792.48 0.180331E-004 1181.55 12.0687 6.66892 -374368. 0.000000 0.060777 0.000000 0.000000 0.000000 0.073004 0.000000 0.708189 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.158030 0.000000 0.000000 0.000000 0.000000
530000. 1300.00 4816.30 0.177124E-004 1180.26 12.1327 6.69423 32168.0 0.000000 0.060877 0.000000 0.000000 0.000000 0.072998 0.000000 0.708296 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.157830 0.000000 0.000000 0.000000 0.000000
550000. 1300.00 4839.81 0.174048E-004 1179.01 12.1957 6.71910 436791. 0.000000 0.061121 0.000000 0.000000 0.000000 0.072991 0.000000 0.708297 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.157591 0.000000 0.000000 0.000000 0.000000
570000. 1300.00 4863.04 0.171091E-004 1177.79 12.2577 6.74363 839514. 0.000000 0.061444 0.000000 0.000000 0.000000 0.072984 0.000000 0.708261 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.157310 0.000000 0.000000 0.000000 0.000000
590000. 1300.00 4885.97 0.168252E-004 1176.61 12.3187 6.76770 0.124058E+007 0.000000 0.061618 0.000000 0.000000 0.000000 0.072978 0.000000 0.708318 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.157085 0.000000 0.000000 0.000000 0.000000
610000. 1300.00 4908.62 0.165525E-004 1175.47 12.3790 6.79170 0.164004E+007 0.000000 0.061601 0.000000 0.000000 0.000000 0.072971 0.000000 0.708504 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.156924 0.000000 0.000000 0.000000 0.000000
630000. 1300.00 4931.01 0.162897E-004 1174.35 12.4382 6.81508 0.203768E+007 0.000000 0.061791 0.000000 0.000000 0.000000 0.072964 0.000000 0.708543 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.156702 0.000000 0.000000 0.000000 0.000000
650000. 1300.00 4953.14 0.160364E-004 1173.27 12.4965 6.83789 0.243367E+007 0.000000 0.061991 0.000000 0.000000 0.000000 0.072957 0.000000 0.708568 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.156484 0.000000 0.000000 0.000000 0.000000
670000. 1300.00 4975.01 0.157920E-004 1172.21 12.5538 6.86018 0.282796E+007 0.000000 0.062283 0.000000 0.000000 0.000000 0.072951 0.000000 0.708531 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.156236 0.000000 0.000000 0.000000 0.000000
690000. 1300.00 4996.64 0.155561E-004 1171.18 12.6103 6.88210 0.322068E+007 0.000000 0.062520 0.000000 0.000000 0.000000 0.072944 0.000000 0.708531 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.156006 0.000000 0.000000 0.000000 0.000000
710000. 1300.00 5018.03 0.153282E-004 1170.18 12.6658 6.90335 0.361173E+007 0.000000 0.062977 0.000000 0.000000 0.000000 0.072937 0.000000 0.708365 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.155721 0.000000 0.000000 0.000000 0.000000
730000. 1300.00 5039.19 0.151080E-004 1169.20 12.7205 6.92430 0.400129E+007 0.000000 0.063333 0.000000 0.000000 0.000000 0.072930 0.000000 0.708271 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.155467 0.000000 0.000000 0.000000 0.000000
750000. 1300.00 5060.10 0.148953E-004 1168.24 12.7746 6.94475 0.438957E+007 0.000000 0.063324 0.000000 0.000000 0.000000 0.072922 0.000000 0.708424 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.155330 0.000000 0.000000 0.000000 0.000000
770000. 1300.00 5080.80 0.146894E-004 1167.30 12.8279 6.96504 0.477631E+007 0.000000 0.063378 0.000000 0.000000 0.000000 0.072915 0.000000 0.708532 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.155175 0.000000 0.000000 0.000000 0.000000
790000. 1300.00 5101.30 0.144899E-004 1166.39 12.8804 6.98473 0.516145E+007 0.000000 0.063615 0.000000 0.000000 0.000000 0.072908 0.000000 0.708521 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154956 0.000000 0.000000 0.000000 0.000000
810000. 1300.00 5121.62 0.142968E-004 1165.49 12.9324 7.00464 0.554515E+007 0.000000 0.063830 0.000000 0.000000 0.000000 0.072901 0.000000 0.708517 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154751 0.000000 0.000000 0.000000 0.000000
830000. 1300.00 5141.74 0.141096E-004 1164.61 12.9837 7.02415 0.592735E+007 0.000000 0.064124 0.000000 0.000000 0.000000 0.072895 0.000000 0.708465 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154516 0.000000 0.000000 0.000000 0.000000
850000. 1300.00 5161.57 0.139273E-004 1163.76 13.0336 7.04167 0.630829E+007 0.000000 0.064546 0.000000 0.000000 0.000000 0.072887 0.000000 0.708290 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154277 0.000000 0.000000 0.000000 0.000000
870000. 1300.00 5181.26 0.137508E-004 1162.92 13.0833 7.05982 0.668792E+007 0.000000 0.064687 0.000000 0.000000 0.000000 0.072879 0.000000 0.708329 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154105 0.000000 0.000000 0.000000 0.000000
890000. 1300.00 5200.86 0.135802E-004 1162.09 13.1331 7.07927 0.706599E+007 0.000000 0.064834 0.000000 0.000000 0.000000 0.072873 0.000000 0.708383 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153909 0.000000 0.000000 0.000000 0.000000
910000. 1300.00 5220.19 0.134139E-004 1161.28 13.1816 7.09701 0.744294E+007 0.000000 0.064906 0.000000 0.000000 0.000000 0.072866 0.000000 0.708474 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153754 0.000000 0.000000 0.000000 0.000000
930000. 1300.00 5239.33 0.132521E-004 1160.48 13.2294 7.11403 0.781856E+007 0.000000 0.065087 0.000000 0.000000 0.000000 0.072859 0.000000 0.708484 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153571 0.000000 0.000000 0.000000 0.000000
950000. 1300.00 5258.40 0.130952E-004 1159.69 13.2771 7.13216 0.819261E+007 0.000000 0.065399 0.000000 0.000000 0.000000 0.072853 0.000000 0.708417 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153330 0.000000 0.000000 0.000000 0.000000
970000. 1300.00 5277.30 0.129426E-004 1158.92 13.3243 7.14993 0.856541E+007 0.000000 0.065671 0.000000 0.000000 0.000000 0.072847 0.000000 0.708377 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153105 0.000000 0.000000 0.000000 0.000000
990000. 1300.00 5295.98 0.127939E-004 1158.17 13.3706 7.16672 0.893716E+007 0.000000 0.065779 0.000000 0.000000 0.000000 0.072840 0.000000 0.708445 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.152936 0.000000 0.000000 0.000000 0.000000
0.101000E+007 1300.00 5314.51 0.126493E-004 1157.42 13.4165 7.18352 0.930772E+007 0.000000 0.065764 0.000000 0.000000 0.000000 0.072834 0.000000 0.708595 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.152807 0.000000 0.000000 0.000000 0.000000
0.103000E+007 1300.00 5332.89 0.125084E-004 1156.69 13.4619 7.19998 0.967704E+007 0.000000 0.065881 0.000000 0.000000 0.000000 0.072827 0.000000 0.708638 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.152654 0.000000 0.000000 0.000000 0.000000
0.105000E+007 1300.00 5363.74 0.128997E-004 1157.33 13.4770 7.23872 0.100376E+008 0.000000 0.067357 0.000000 0.150774 0.000000 0.072992 0.000000 0.556100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.152778 0.000000 0.000000 0.000000 0.000000
0.107000E+007 1300.00 5428.56 0.146627E-004 1161.37 13.4232 7.34452 0.103753E+008 0.000000 0.071782 0.000000 0.699887 0.000000 0.073619 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154712 0.000000 0.000000 0.000000 0.000000
0.109000E+007 1300.00 5447.74 0.145006E-004 1160.43 13.4687 7.36513 0.107361E+008 0.000000 0.071631 0.000000 0.700157 0.000000 0.073627 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154586 0.000000 0.000000 0.000000 0.000000
0.111000E+007 1300.00 5466.68 0.143416E-004 1159.50 13.5132 7.38447 0.110956E+008 0.000000 0.071933 0.000000 0.700100 0.000000 0.073633 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154334 0.000000 0.000000 0.000000 0.000000
0.113000E+007 1300.00 5485.48 0.141870E-004 1158.59 13.5580 7.40468 0.114538E+008 0.000000 0.071960 0.000000 0.700210 0.000000 0.073639 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154191 0.000000 0.000000 0.000000 0.000000
0.115000E+007 1300.00 5504.20 0.140363E-004 1157.69 13.6020 7.42432 0.118109E+008 0.000000 0.071988 0.000000 0.700349 0.000000 0.073646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154017 0.000000 0.000000 0.000000 0.000000
0.117000E+007 1300.00 5522.91 0.138902E-004 1156.80 13.6446 7.44292 0.121673E+008 0.000000 0.071621 0.000000 0.700794 0.000000 0.073654 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153930 0.000000 0.000000 0.000000 0.000000
0.119000E+007 1300.00 5541.41 0.137471E-004 1155.93 13.6874 7.46185 0.125223E+008 0.000000 0.071449 0.000000 0.701078 0.000000 0.073662 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153812 0.000000 0.000000 0.000000 0.000000
0.121000E+007 1300.00 5559.80 0.136074E-004 1155.07 13.7296 7.48042 0.128761E+008 0.000000 0.071280 0.000000 0.701371 0.000000 0.073669 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153679 0.000000 0.000000 0.000000 0.000000
0.123000E+007 1300.00 5578.02 0.134705E-004 1154.22 13.7711 7.49832 0.132287E+008 0.000000 0.071293 0.000000 0.701528 0.000000 0.073676 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153503 0.000000 0.000000 0.000000 0.000000
0.125000E+007 1300.00 5596.15 0.133370E-004 1153.38 13.8121 7.51601 0.135803E+008 0.000000 0.071232 0.000000 0.701748 0.000000 0.073684 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153336 0.000000 0.000000 0.000000 0.000000
0.127000E+007 1300.00 5614.11 0.132062E-004 1152.56 13.8529 7.53365 0.139306E+008 0.000000 0.071336 0.000000 0.701841 0.000000 0.073690 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153133 0.000000 0.000000 0.000000 0.000000
0.129000E+007 1300.00 5632.06 0.130793E-004 1151.74 13.8926 7.55039 0.142803E+008 0.000000 0.070927 0.000000 0.702310 0.000000 0.073699 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153065 0.000000 0.000000 0.000000 0.000000
0.131000E+007 1300.00 5649.91 0.129552E-004 1150.94 13.9317 7.56661 0.146290E+008 0.000000 0.070452 0.000000 0.702825 0.000000 0.073707 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153016 0.000000 0.000000 0.000000 0.000000
0.133000E+007 1300.00 5667.62 0.128334E-004 1150.15 13.9709 7.58356 0.149761E+008 0.000000 0.070380 0.000000 0.703067 0.000000 0.073715 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.152838 0.000000 0.000000 0.000000 0.000000
0.135000E+007 1300.00 5685.22 0.127140E-004 1149.36 14.0097 7.60017 0.153221E+008 0.000000 0.070393 0.000000 0.703253 0.000000 0.073722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.152632 0.000000 0.000000 0.000000 0.000000
10000.0 1400.00 3262.50 0.376177E-004 1227.24 7.61896 4.38532 -0.118657E+008 0.000000 0.000000 0.000000 0.000000 0.019754 0.000000 0.000000 0.000000 0.000000 0.000000 0.205678 0.222052 0.000000 0.000000 0.000000 0.000000 0.000000 0.552515 0.000000
30000.0 1400.00 3353.53 0.325006E-004 1217.60 7.99276 4.50370 -0.113008E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.196286 0.104270 0.000000 0.119533 0.000000 0.000000 0.000000 0.579911 0.000000
50000.0 1400.00 3408.81 0.293130E-004 1210.38 8.18231 4.56302 -0.107354E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.197211 0.103457 0.000000 0.119475 0.000000 0.000000 0.000000 0.579857 0.000000
70000.0 1400.00 3467.33 0.268488E-004 1205.15 8.38708 4.62999 -0.101819E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.193209 0.076494 0.000000 0.149431 0.000000 0.000000 0.000000 0.580867 0.000000
90000.0 1400.00 3522.89 0.257082E-004 1203.26 8.58466 4.71033 -0.963473E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.070404 0.184592 0.000000 0.000000 0.163260 0.000000 0.000000 0.000000 0.581745 0.000000
110000. 1400.00 3572.89 0.239487E-004 1199.30 8.74306 4.76369 -0.909011E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.070105 0.169153 0.000000 0.000000 0.178738 0.000000 0.000000 0.000000 0.582004 0.000000
130000. 1400.00 3738.94 0.236219E-004 1202.12 9.37165 5.12859 -0.858575E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.570091 0.000000 0.000000 0.059376 0.152288 0.000000 0.000000 0.218245 0.000000 0.000000 0.000000 0.000000 0.000000
150000. 1400.00 3797.39 0.219667E-004 1197.91 9.53891 5.18397 -0.806517E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.572932 0.000000 0.000000 0.000000 0.114093 0.000000 0.000000 0.312974 0.000000 0.000000 0.000000 0.000000 0.000000
170000. 1400.00 3908.52 0.191869E-004 1189.65 9.94874 5.44183 -0.760216E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.045817 0.000000 0.017875 0.314699 0.000000 0.000000 0.621609 0.000000 0.000000
190000. 1400.00 3969.26 0.185008E-004 1187.96 10.1625 5.57093 -0.712660E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.008593 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.034653 0.285170 0.000000 0.000000 0.671583 0.000000 0.000000
210000. 1400.00 4018.72 0.181379E-004 1187.71 10.3015 5.63667 -0.664719E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.034861 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.037959 0.244313 0.000000 0.000000 0.682867 0.000000 0.000000
230000. 1400.00 4074.05 0.176054E-004 1186.76 10.4509 5.67707 -0.617866E+007 0.000000 0.000000 0.175986 0.000000 0.000000 0.050046 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.191499 0.000000 0.000000 0.582469 0.000000 0.000000
250000. 1400.00 4356.60 0.231620E-004 1209.16 10.8660 6.06658 -0.571013E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.058350 0.000000 0.581504 0.000000 0.000000 0.000000 0.000000 0.000000 0.183745 0.176401 0.000000 0.000000 0.000000 0.000000
270000. 1400.00 4465.03 0.236340E-004 1211.00 11.1636 6.28029 -0.528791E+007 0.000000 0.045495 0.009247 0.000000 0.000000 0.073071 0.000000 0.706825 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165362 0.000000 0.000000 0.000000 0.000000
290000. 1400.00 4494.94 0.230618E-004 1208.89 11.2434 6.31263 -0.485510E+007 0.000000 0.052147 0.001933 0.000000 0.000000 0.073084 0.000000 0.709727 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163109 0.000000 0.000000 0.000000 0.000000
310000. 1400.00 4523.64 0.225042E-004 1206.82 11.3235 6.34625 -0.442562E+007 0.000000 0.054319 0.000000 0.000000 0.000000 0.073084 0.000000 0.710401 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162195 0.000000 0.000000 0.000000 0.000000
330000. 1400.00 4551.58 0.219719E-004 1204.82 11.4028 6.37991 -0.399873E+007 0.000000 0.054525 0.000000 0.000000 0.000000 0.073080 0.000000 0.710518 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161877 0.000000 0.000000 0.000000 0.000000
350000. 1400.00 4579.02 0.214696E-004 1202.93 11.4805 6.41281 -0.357384E+007 0.000000 0.054330 0.000000 0.000000 0.000000 0.073076 0.000000 0.710890 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161705 0.000000 0.000000 0.000000 0.000000
370000. 1400.00 4606.02 0.209922E-004 1201.11 11.5560 6.44432 -0.315159E+007 0.000000 0.054801 0.000000 0.000000 0.000000 0.073071 0.000000 0.710802 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161326 0.000000 0.000000 0.000000 0.000000
390000. 1400.00 4632.59 0.205390E-004 1199.38 11.6300 6.47518 -0.273161E+007 0.000000 0.055405 0.000000 0.000000 0.000000 0.073065 0.000000 0.710619 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160911 0.000000 0.000000 0.000000 0.000000
410000. 1400.00 4658.71 0.201090E-004 1197.73 11.7026 6.50527 -0.231341E+007 0.000000 0.055428 0.000000 0.000000 0.000000 0.073060 0.000000 0.710830 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160682 0.000000 0.000000 0.000000 0.000000
430000. 1400.00 4684.42 0.197002E-004 1196.14 11.7740 6.53491 -0.189714E+007 0.000000 0.055236 0.000000 0.000000 0.000000 0.073054 0.000000 0.711175 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160535 0.000000 0.000000 0.000000 0.000000
450000. 1400.00 4709.76 0.193098E-004 1194.62 11.8436 6.56344 -0.148316E+007 0.000000 0.055524 0.000000 0.000000 0.000000 0.073048 0.000000 0.711181 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160248 0.000000 0.000000 0.000000 0.000000
470000. 1400.00 4734.73 0.189369E-004 1193.16 11.9117 6.59107 -0.107124E+007 0.000000 0.055931 0.000000 0.000000 0.000000 0.073041 0.000000 0.711097 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.159930 0.000000 0.000000 0.000000 0.000000
490000. 1400.00 4759.36 0.185809E-004 1191.74 11.9790 6.61862 -661225. 0.000000 0.056243 0.000000 0.000000 0.000000 0.073035 0.000000 0.711078 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.159644 0.000000 0.000000 0.000000 0.000000
510000. 1400.00 4783.62 0.182398E-004 1190.39 12.0445 6.64477 -253133. 0.000000 0.056630 0.000000 0.000000 0.000000 0.073028 0.000000 0.710998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.159344 0.000000 0.000000 0.000000 0.000000
530000. 1400.00 4807.55 0.179137E-004 1189.08 12.1092 6.67080 153354. 0.000000 0.056561 0.000000 0.000000 0.000000 0.073021 0.000000 0.711232 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.159186 0.000000 0.000000 0.000000 0.000000
550000. 1400.00 4831.18 0.176007E-004 1187.81 12.1727 6.69622 557790. 0.000000 0.056896 0.000000 0.000000 0.000000 0.073014 0.000000 0.711178 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.158912 0.000000 0.000000 0.000000 0.000000
570000. 1400.00 4854.52 0.173006E-004 1186.58 12.2354 6.72150 960484. 0.000000 0.057173 0.000000 0.000000 0.000000 0.073007 0.000000 0.711153 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.158667 0.000000 0.000000 0.000000 0.000000
590000. 1400.00 4877.55 0.170115E-004 1185.39 12.2966 6.74555 0.136119E+007 0.000000 0.057889 0.000000 0.000000 0.000000 0.073000 0.000000 0.710814 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.158297 0.000000 0.000000 0.000000 0.000000
610000. 1400.00 4900.28 0.167342E-004 1184.24 12.3572 6.76967 0.176064E+007 0.000000 0.057605 0.000000 0.000000 0.000000 0.072993 0.000000 0.711209 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.158194 0.000000 0.000000 0.000000 0.000000
630000. 1400.00 4922.76 0.164669E-004 1183.12 12.4166 6.79297 0.215809E+007 0.000000 0.057998 0.000000 0.000000 0.000000 0.072985 0.000000 0.711101 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.157917 0.000000 0.000000 0.000000 0.000000
