# This is an exemplary isentrope for an opx mantle composition, exported
# from HeFESTo, for a surface adiabatic temperature of 1600 K. 
#
# POINTS: 1401 
# depth (m), pressure (Pa), temperature (K), density (kg/m^3)
depth             pressure          temperature       density
1.34143e+06 54500000000 2031.4892611619413856 4438.72
1.34354e+06 54600000000 2032.1317884738029989 4440
1.34566e+06 54700000000 2032.7737154749850106 4441.28
1.34777e+06 5.48e+10 2033.4150434780938212 4442.56
1.34988e+06 5.49e+10 2034.0557737906631246 4443.84
1.352e+06 55000000000 2034.6959077116950994 4445.11
1.35411e+06 55100000000 2035.3354465397073909 4446.39
1.35622e+06 55200000000 2035.9743915684898639 4447.66
1.35834e+06 5.53e+10 2036.6127440838361053 4448.94
1.36045e+06 5.54e+10 2037.2505053694555954 4450.21
1.36257e+06 55500000000 2037.8876767046797340 4451.48
1.36468e+06 55600000000 2038.5242593644786666 4452.75
1.36679e+06 55700000000 2039.1602546194751540 4454.02
1.36891e+06 5.58e+10 2039.7956637418124046 4455.29
1.37102e+06 5.59e+10 2040.4304879941923900 4456.56
1.37311e+06 56000000000 2041.0647286249095487 4457.83
1.3752e+06 56100000000 2041.6983868876247925 4459.1
1.37729e+06 56200000000 2042.3314640319226783 4460.37
1.37938e+06 5.63e+10 2042.9639613022602589 4461.63
1.38147e+06 5.64e+10 2043.5958799389024989 4462.9
1.38356e+06 56500000000 2044.2272211779313693 4464.16
1.38565e+06 56600000000 2044.8579862512699492 4465.42
1.38774e+06 56700000000 2045.4881763867015252 4466.69
1.38983e+06 5.68e+10 2046.1177927984936105 4467.95
1.39192e+06 5.69e+10 2046.7468367063477217 4469.21
1.39401e+06 57000000000 2047.3753093368943610 4470.47
1.3961e+06 57100000000 2048.0032119024795065 4471.73
1.39819e+06 57200000000 2048.6305456115487686 4472.98
1.40028e+06 5.73e+10 2049.2573116685121022 4474.24
1.40237e+06 5.74e+10 2049.8835112737629061 4475.5
1.40446e+06 57500000000 2050.5091456236914382 4476.75
1.40655e+06 57600000000 2051.1342159107107364 4478.01
1.40865e+06 57700000000 2051.7587233231602113 4479.26
1.41074e+06 5.78e+10 2052.3826690519949807 4480.52
1.41283e+06 5.79e+10 2053.0060542843884832 4481.77
1.41492e+06 58000000000 2053.6288801825326118 4483.02
1.41701e+06 58100000000 2054.2511479180852803 4484.27
1.4191e+06 58200000000 2054.8728586588422331 4485.52
1.42119e+06 5.83e+10 2055.4940135687575093 4486.77
1.42328e+06 5.84e+10 2056.1146138079552657 4488.02
1.42537e+06 58500000000 2056.7346605327397810 4489.27
1.42746e+06 58600000000 2057.3541548954062819 4490.51
1.42955e+06 58700000000 2057.9730980442377586 4491.76
1.43164e+06 5.88e+10 2058.5914911227141602 4493
1.43373e+06 5.89e+10 2059.2093352608671921 4494.25
1.43582e+06 59000000000 2059.8266316108765750 4495.49
1.43791e+06 59100000000 2060.4433813075061153 4496.73
1.44e+06 59200000000 2061.0595854818111548 4497.98
1.44209e+06 5.93e+10 2061.6752452611663102 4499.22
1.44418e+06 5.94e+10 2062.2903617692713851 4500.46
1.44627e+06 59500000000 2062.9049361270745067 4501.7
1.44836e+06 59600000000 2063.5189694516443524 4502.94
1.45045e+06 59700000000 2064.1324628539518926 4504.17
1.45254e+06 5.98e+10 2064.7454174430004059 4505.41
1.45463e+06 5.99e+10 2065.3578343307890464 4506.65
1.45672e+06 60000000000 2065.9697146134103605 4507.88
1.45881e+06 60100000000 2066.5810593874648475 4509.12
1.4609e+06 60200000000 2067.1918697472578970 4510.35
1.46299e+06 6.03e+10 2067.8021467835792464 4511.59
1.46508e+06 6.04e+10 2068.4118915827202727 4512.82
1.46717e+06 60500000000 2069.0211052280324111 4514.05
1.46927e+06 60600000000 2069.6297888015265016 4515.28
1.47135e+06 60700000000 2070.2379433802416315 4516.51
1.47342e+06 6.08e+10 2070.8455700377758149 4517.74
1.47549e+06 6.09e+10 2071.4526698451418270 4518.97
1.47755e+06 61000000000 2072.0592438692665382 4520.2
1.47962e+06 61100000000 2072.6652931723137954 4521.42
1.48169e+06 61200000000 2073.2708188141450592 4522.65
1.48376e+06 6.13e+10 2073.8758218518837566 4523.88
1.48582e+06 6.14e+10 2074.4803033389875964 4525.1
1.48789e+06 61500000000 2075.0842643241207952 4526.32
1.48996e+06 61600000000 2075.6877058536297227 4527.55
1.49202e+06 61700000000 2076.2906289705497329 4528.77
1.49409e+06 6.18e+10 2076.8930347146256281 4529.99
1.49616e+06 6.19e+10 2077.4949241223080207 4531.21
1.49823e+06 62000000000 2078.0962982197202109 4532.43
1.50029e+06 62100000000 2078.6971580438130331 4533.65
1.50236e+06 62200000000 2079.2975046216174633 4534.87
1.50443e+06 6.23e+10 2079.8973389764664716 4536.09
1.5065e+06 6.24e+10 2080.4966621302291969 4537.31
1.50856e+06 62500000000 2081.0954751004769605 4538.52
1.51063e+06 62600000000 2081.6937789015846647 4539.74
1.5127e+06 62700000000 2082.2915745447576228 4540.95
1.51476e+06 6.28e+10 2082.8888630380365612 4542.17
1.51683e+06 6.29e+10 2083.4856453863112620 4543.38
1.5189e+06 63000000000 2084.0819225932223162 4544.59
1.52097e+06 63100000000 2084.6776956594312651 4545.81
1.52303e+06 63200000000 2085.2729655774019193 4547.02
1.5251e+06 6.33e+10 2085.8677333378877847 4548.23
1.52717e+06 6.34e+10 2086.4619999298379298 4549.44
1.52924e+06 63500000000 2087.0557663391305141 4550.65
1.5313e+06 63600000000 2087.6490335486046206 4551.85
1.53337e+06 63700000000 2088.2418025380475228 4553.06
1.53544e+06 6.38e+10 2088.8340742842260624 4554.27
1.53751e+06 6.39e+10 2089.4258497608884682 4555.47
1.53957e+06 64000000000 2090.0171299387657200 4556.68
1.54164e+06 6.41e+10 2090.6079157848785144 4557.88
1.54371e+06 64200000000 2091.1982082648369214 4559.09
1.54577e+06 64300000000 2091.7880083405134428 4560.29
1.54784e+06 6.44e+10 2092.3773169708415480 4561.49
1.54991e+06 64500000000 2092.9661351118247694 4562.7
1.55198e+06 6.46e+10 2093.5544637164875894 4563.9
1.55404e+06 64700000000 2094.1423037349964034 4565.1
1.55611e+06 64800000000 2094.7296561145972191 4566.3
1.55818e+06 6.49e+10 2095.3165217996429419 4567.49
1.56025e+06 65000000000 2095.9029017316133832 4568.69
1.56231e+06 6.51e+10 2096.4887968491170795 4569.89
1.56438e+06 65200000000 2097.0742080864515628 4571.09
1.56645e+06 65300000000 2097.6591363777524748 4572.28
1.56852e+06 6.54e+10 2098.2435826535142951 4573.48
1.57058e+06 65500000000 2098.8275478410905635 4574.67
1.57263e+06 6.56e+10 2099.4110328650376687 4575.87
1.57468e+06 65700000000 2099.9940386471098464 4577.06
1.57672e+06 65800000000 2100.5765661062564504 4578.25
1.57876e+06 6.59e+10 2101.1586161586806156 4579.44
1.58081e+06 66000000000 2101.7401897178147010 4580.63
1.58285e+06 6.61e+10 2102.3212876943434821 4581.82
1.5849e+06 66200000000 2102.9019109962100629 4583.01
1.58694e+06 66300000000 2103.4820605286158752 4584.2
1.58899e+06 6.64e+10 2104.0617371940888916 4585.39
1.59103e+06 66500000000 2104.6409418924081365 4586.58
1.59307e+06 6.66e+10 2105.2196755207037313 4587.77
1.59512e+06 66700000000 2105.7979389733341122 4588.95
1.59716e+06 66800000000 2106.3757331422148127 4590.14
1.59921e+06 6.69e+10 2106.9530589169012273 4591.32
1.60125e+06 67000000000 2107.5299171831502463 4592.51
1.6033e+06 6.71e+10 2108.1063088247028645 4593.69
1.60534e+06 67200000000 2108.6822347226752754 4594.87
1.60738e+06 67300000000 2109.2576957555602348 4596.05
1.60943e+06 6.74e+10 2109.8326927992438868 4597.23
1.61147e+06 67500000000 2110.4072267270221346 4598.41
1.61352e+06 6.76e+10 2110.9812984095669890 4599.59
1.61556e+06 67700000000 2111.5549087150698142 4600.77
1.61761e+06 67800000000 2112.1280585078675358 4601.95
1.61965e+06 6.79e+10 2112.7007486519382837 4603.13
1.62169e+06 68000000000 2113.2729800082443035 4604.31
1.62374e+06 6.81e+10 2113.8447534346573775 4605.48
1.62578e+06 68200000000 2114.4160697867641829 4606.66
1.62783e+06 68300000000 2114.9869299175607011 4607.83
1.62987e+06 6.84e+10 2115.5573346775349819 4609.01
1.63192e+06 68500000000 2116.1272849159972793 4610.18
1.63396e+06 6.86e+10 2116.6967814774448016 4611.35
1.636e+06 68700000000 2117.2658252049877774 4612.53
1.63805e+06 68800000000 2117.8344169395277277 4613.7
1.64009e+06 68900000000 2118.4025575180321539 4614.87
1.64214e+06 69000000000 2118.9702477759929025 4616.04
1.64418e+06 6.91e+10 2119.5374885464698309 4617.21
1.64623e+06 69200000000 2120.1042806600994481 4618.38
1.64827e+06 69300000000 2120.6706249451030999 4619.55
1.65031e+06 69400000000 2121.2365222272978826 4620.71
1.65236e+06 69500000000 2121.8019733301021006 4621.88
1.6544e+06 6.96e+10 2122.3669790719804951 4623.05
1.65645e+06 69700000000 2122.9315402717502366 4624.21
1.65849e+06 69800000000 2123.4956577483912952 4625.38
1.66054e+06 69900000000 2124.0593323162052002 4626.54
1.66258e+06 70000000000 2124.6225647870332978 4627.7
1.66462e+06 7.01e+10 2125.1853559705614316 4628.87
1.66667e+06 70200000000 2125.7477066734722939 4630.03
1.66871e+06 70300000000 2126.3096177010320389 4631.19
1.67076e+06 70400000000 2126.8710898556555549 4632.35
1.67278e+06 70500000000 2127.4321239375690311 4633.51
1.6748e+06 7.06e+10 2127.9927207444934538 4634.67
1.67682e+06 70700000000 2128.5528810732998863 4635.83
1.67884e+06 70800000000 2129.1126057215283254 4636.99
1.68086e+06 70900000000 2129.6718954748030228 4638.15
1.68289e+06 71000000000 2130.2307511217131832 4639.3
1.68491e+06 7.11e+10 2130.7891734485851885 4640.46
1.68693e+06 71200000000 2131.3471632395121560 4641.62
1.68895e+06 71300000000 2131.9047212763580319 4642.77
1.69097e+06 71400000000 2132.4618483387594097 4643.93
1.69299e+06 71500000000 2133.0185452041400822 4645.08
1.69501e+06 7.16e+10 2133.5748126491916992 4646.23
1.69703e+06 71700000000 2134.1306514460661674 4647.38
1.69905e+06 71800000000 2134.6860623647530701 4648.54
1.70108e+06 71900000000 2135.2410461710878735 4649.69
1.7031e+06 72000000000 2135.7956036335067438 4650.84
1.70512e+06 7.21e+10 2136.3497355170761693 4651.99
1.70714e+06 72200000000 2136.9034425839672622 4653.14
1.70916e+06 72300000000 2137.4567255942251904 4654.29
1.71118e+06 72400000000 2138.0095853057432578 4655.43
1.7132e+06 72500000000 2138.5620224742633582 4656.58
1.71522e+06 7.26e+10 2139.1140378513514406 4657.73
1.71724e+06 72700000000 2139.6656321907885285 4658.87
1.71926e+06 72800000000 2140.2168062421337709 4660.02
1.72129e+06 72900000000 2140.7675607528512955 4661.16
1.72331e+06 73000000000 2141.3178964682538208 4662.31
1.72533e+06 7.31e+10 2141.8678141313312153 4663.45
1.72735e+06 73200000000 2142.4173144836686333 4664.59
1.72937e+06 73300000000 2142.9663982644510725 4665.74
1.73139e+06 73400000000 2143.5150662107917015 4666.88
1.73341e+06 73500000000 2144.0633190579515031 4668.02
1.73543e+06 7.36e+10 2144.6111575392333179 4669.16
1.73745e+06 73700000000 2145.1585823850678025 4670.3
1.73948e+06 73800000000 2145.7055943243640286 4671.44
1.7415e+06 73900000000 2146.2521940840106254 4672.58
1.74352e+06 74000000000 2146.7983823888871484 4673.71
1.74554e+06 7.41e+10 2147.3441599618568034 4674.85
1.74756e+06 74200000000 2147.8895275238023714 4675.99
1.74958e+06 74300000000 2148.4344857936034714 4677.12
1.7516e+06 74400000000 2148.9790354881693020 4678.26
1.75362e+06 74500000000 2149.5231773219393290 4679.39
1.75564e+06 7.46e+10 2150.0669120079260210 4680.53
1.75767e+06 74700000000 2150.6102402576639179 4681.66
1.75969e+06 74800000000 2151.1531627802519324 4682.8
1.76171e+06 74900000000 2151.6956802828631226 4683.93
1.76373e+06 75000000000 2152.2377934707169516 4685.06
1.76575e+06 7.51e+10 2152.7795030471111204 4686.19
1.76777e+06 75200000000 2153.3208097134156560 4687.32
1.76979e+06 75300000000 2153.8617141690865537 4688.45
1.7718e+06 75400000000 2154.4022171116712343 4689.58
1.7738e+06 75500000000 2154.9423192391759585 4690.71
1.7758e+06 7.56e+10 2155.4820212439826719 4691.84
1.7778e+06 75700000000 2156.0213238165902112 4692.96
1.77979e+06 75800000000 2156.5602276467566298 4694.09
1.78179e+06 75900000000 2157.0987334223777907 4695.22
1.78379e+06 76000000000 2157.6368418294791809 4696.34
1.78579e+06 7.61e+10 2158.1745535522345563 4697.47
1.78778e+06 76200000000 2158.7118692729832219 4698.59
1.78978e+06 76300000000 2159.2487896721358993 4699.72
1.79178e+06 76400000000 2159.7853154283602635 4700.84
1.79378e+06 76500000000 2160.3214472157424098 4701.96
1.79577e+06 7.66e+10 2160.8571857113738588 4703.08
1.79777e+06 76700000000 2161.3925315893961852 4704.21
1.79977e+06 7.68e+10 2161.9274855213652700 4705.33
1.80177e+06 76900000000 2162.4620481770339211 4706.45
1.80376e+06 77000000000 2162.9962202243514184 4707.57
1.80576e+06 7.71e+10 2163.5300023295617393 4708.68
1.80776e+06 77200000000 2164.0633951568684097 4709.8
1.80976e+06 7.73e+10 2164.5963993689597373 4710.92
1.81175e+06 77400000000 2165.1290156266450140 4712.04
1.81375e+06 77500000000 2165.6612445891878451 4713.15
1.81575e+06 7.76e+10 2166.1930869137136142 4714.27
1.81775e+06 77700000000 2166.7245432557124332 4715.39
1.81974e+06 7.78e+10 2167.2556142689441003 4716.5
1.82174e+06 77900000000 2167.7863006054535617 4717.62
1.82374e+06 78000000000 2168.3166029155509023 4718.73
1.82574e+06 7.81e+10 2168.8465218478086172 4719.84
1.82773e+06 78200000000 2169.3760580490816210 4720.95
1.82973e+06 7.83e+10 2169.9052121645072475 4722.07
1.83173e+06 78400000000 2170.4339848375079782 4723.18
1.83373e+06 78500000000 2170.9623767114790098 4724.29
1.83572e+06 7.86e+10 2171.4903884250347801 4725.4
1.83772e+06 78700000000 2172.0180206160721355 4726.51
1.83972e+06 7.88e+10 2172.5452739210722939 4727.62
1.84172e+06 78900000000 2173.0721489749134889 4728.73
1.84371e+06 79000000000 2173.5986464133161462 4729.83
1.84571e+06 7.91e+10 2174.1247668654818881 4730.94
1.84771e+06 79200000000 2174.6505109608297062 4732.05
1.84971e+06 7.93e+10 2175.1758793274502750 4733.15
1.8517e+06 79400000000 2175.7008725917821721 4734.26
1.8537e+06 79500000000 2176.2254913766123536 4735.37
1.8557e+06 7.96e+10 2176.7497363066199796 4736.47
1.8577e+06 79700000000 2177.2736080041195237 4737.57
1.85969e+06 7.98e+10 2177.7971070891840100 4738.68
1.86169e+06 79900000000 2178.3202341802316369 4739.78
1.86369e+06 80000000000 2178.8429898941490137 4740.88
1.86569e+06 8.01e+10 2179.3653748461388204 4741.98
1.86768e+06 80200000000 2179.8873896469531246 4743.08
1.86968e+06 8.03e+10 2180.4090349102730215 4744.18
1.87167e+06 80400000000 2180.9303112481238713 4745.28
1.87364e+06 80500000000 2181.4512192706451970 4746.38
1.87562e+06 8.06e+10 2181.9717595847087068 4747.48
1.87759e+06 80700000000 2182.4919327953648462 4748.58
1.87956e+06 8.08e+10 2183.0117395067995858 4749.68
1.88154e+06 80900000000 2183.5311803216318367 4750.78
1.88351e+06 81000000000 2184.0502558409266385 4751.87
1.88549e+06 8.11e+10 2184.5689666641919757 4752.97
1.88746e+06 81200000000 2185.0873133893928753 4754.06
1.88943e+06 8.13e+10 2185.6052966129582273 4755.16
1.89141e+06 81400000000 2186.1229169302737319 4756.25
1.89338e+06 81500000000 2186.6401749347510304 4757.35
1.89535e+06 8.16e+10 2187.1570712172642743 4758.44
1.89733e+06 81700000000 2187.6736063684570581 4759.53
1.8993e+06 8.18e+10 2188.1897809771139691 4760.62
1.90127e+06 81900000000 2188.7055956305089239 4761.72
1.90325e+06 82000000000 2189.2210509144192656 4762.81
1.90522e+06 8.21e+10 2189.7361474131107570 4763.9
1.90719e+06 82200000000 2190.2508857093712322 4764.99
1.90917e+06 8.23e+10 2190.7652663844896779 4766.08
1.91114e+06 82400000000 2191.2792900182093945 4767.16
1.91311e+06 82500000000 2191.7929571891527303 4768.25
1.91509e+06 8.26e+10 2192.3062684744486432 4769.34
1.91706e+06 82700000000 2192.8192244502210997 4770.43
1.91903e+06 8.28e+10 2193.3318256891434430 4771.51
1.92101e+06 82900000000 2193.8440727635152143 4772.6
1.92298e+06 83000000000 2194.3559662442712579 4773.69
1.92495e+06 8.31e+10 2194.8675067009053237 4774.77
1.92693e+06 83200000000 2195.3786947014673387 4775.86
1.9289e+06 8.33e+10 2195.8895308125679549 4776.94
1.93088e+06 83400000000 2196.4000155995854584 4778.02
1.93285e+06 83500000000 2196.9101496258876978 4779.1
1.93482e+06 8.36e+10 2197.4199334528225336 4780.19
1.9368e+06 83700000000 2197.9293676424758814 4781.27
1.93877e+06 8.38e+10 2198.4384527545071251 4782.35
1.94074e+06 83900000000 2198.9471893460395222 4783.43
1.94272e+06 84000000000 2199.4555779733118470 4784.51
1.94469e+06 8.41e+10 2199.9636191934177987 4785.59
1.94666e+06 84200000000 2200.4713135604324634 4786.67
1.94864e+06 8.43e+10 2200.9786616270453123 4787.75
1.95061e+06 84400000000 2201.4856639445606561 4788.83
1.95258e+06 84500000000 2201.9923210629067398 4789.9
1.95456e+06 8.46e+10 2202.4986335309972674 4790.98
1.95653e+06 84700000000 2203.0046018958878449 4792.06
1.9585e+06 8.48e+10 2203.5102267031002157 4793.13
1.96048e+06 84900000000 2204.0155084970569987 4794.21
1.96245e+06 85000000000 2204.5204478208192995 4795.28
1.96442e+06 8.51e+10 2205.0250452161089925 4796.36
1.9664e+06 85200000000 2205.5293012252072913 4797.43
1.96837e+06 8.53e+10 2206.0332163858429340 4798.5
1.97034e+06 85400000000 2206.5367912349138351 4799.57
1.9723e+06 85500000000 2207.0400263086803534 4800.65
1.97425e+06 8.56e+10 2207.5429221421823058 4801.72
1.9762e+06 85700000000 2208.0454792694254138 4802.79
1.97815e+06 8.58e+10 2208.5476982221553044 4803.86
1.9801e+06 85900000000 2209.0495795313172493 4804.93
1.98205e+06 86000000000 2209.5511237265445743 4806
1.98399e+06 8.61e+10 2210.0523313361650253 4807.07
1.98594e+06 86200000000 2210.5532028872048613 4808.14
1.98789e+06 8.63e+10 2211.0537389053970401 4809.2
1.98984e+06 86400000000 2211.5539399151784892 4810.27
1.99179e+06 86500000000 2212.0538064397060225 4811.34
1.99374e+06 8.66e+10 2212.5533390008449715 4812.4
1.99569e+06 86700000000 2213.0525381183151694 4813.47
1.99764e+06 8.68e+10 2213.5514043117982510 4814.54
1.99958e+06 86900000000 2214.0499381001477559 4815.6
2.00153e+06 87000000000 2214.5481400000157919 4816.67
2.00348e+06 8.71e+10 2215.0460105269844462 4817.73
2.00543e+06 87200000000 2215.5435501953743369 4818.79
2.00738e+06 8.73e+10 2216.0407595182555269 4819.85
2.00933e+06 87400000000 2216.5376390074447954 4820.92
2.01128e+06 87500000000 2217.0341891735215540 4821.98
2.01323e+06 8.76e+10 2217.5304105258128402 4823.04
2.01518e+06 87700000000 2218.0263035723119174 4824.1
2.01712e+06 8.78e+10 2218.5218688180048048 4825.16
2.01907e+06 87900000000 2219.0171067705778114 4826.22
2.02102e+06 88000000000 2219.5120179345008182 4827.28
2.02297e+06 8.81e+10 2220.0066028130227096 4828.34
2.02492e+06 88200000000 2220.5008619081854704 4829.4
2.02687e+06 8.83e+10 2220.9947957208009939 4830.45
2.02882e+06 88400000000 2221.4884047504851878 4831.51
2.03077e+06 88500000000 2221.9816894956406941 4832.57
2.03271e+06 8.86e+10 2222.4746504539912166 4833.62
2.03466e+06 88700000000 2222.9672881205065096 4834.68
2.03661e+06 8.88e+10 2223.4596029919912326 4835.73
2.03856e+06 88900000000 2223.9515955615097482 4836.79
2.04051e+06 89000000000 2224.4432663205357130 4837.84
2.04246e+06 8.91e+10 2224.9346157623313047 4838.9
2.04441e+06 89200000000 2225.4256443744416174 4839.95
2.04636e+06 8.93e+10 2225.9163526455558895 4841
2.0483e+06 89400000000 2226.4067410631910207 4842.05
2.05025e+06 89500000000 2226.8968101136988480 4843.11
2.0522e+06 8.96e+10 2227.3865602822725123 4844.16
2.05415e+06 89700000000 2227.8759920529405463 4845.21
2.0561e+06 8.98e+10 2228.3651059085873385 4846.26
2.05805e+06 89900000000 2228.8539023253556479 4847.31
2.06e+06 90000000000 2229.3423817894304193 4848.36
2.06195e+06 9.01e+10 2229.8305447808502322 4849.4
2.06389e+06 90200000000 2230.3183917802107317 4850.45
2.06584e+06 9.03e+10 2230.8059232966870695 4851.5
2.06779e+06 90400000000 2231.2931397718352855 4852.55
2.06974e+06 90500000000 2231.7800416819795828 4853.59
2.07168e+06 9.06e+10 2232.2666295013154922 4854.64
2.0736e+06 90700000000 2232.7529037028457424 4855.69
2.07553e+06 9.08e+10 2233.2388647584552928 4856.73
2.07745e+06 90900000000 2233.7245131406903056 4857.77
2.07937e+06 91000000000 2234.2098493226981191 4858.82
2.0813e+06 9.11e+10 2234.6948737672814786 4859.86
2.08322e+06 91200000000 2235.1795869415168454 4860.91
2.08514e+06 9.13e+10 2235.6639893113715516 4861.95
2.08707e+06 91400000000 2236.1480813417342688 4862.99
2.08899e+06 91500000000 2236.6318634963804470 4864.03
2.09091e+06 9.16e+10 2237.1153362380164253 4865.07
2.09284e+06 91700000000 2237.5985000282507826 4866.11
2.09476e+06 9.18e+10 2238.0813553276175298 4867.15
2.09668e+06 91900000000 2238.5639025955706529 4868.19
2.09861e+06 92000000000 2239.0461422876296638 4869.23
2.10053e+06 9.21e+10 2239.5280748610771298 4870.27
2.10245e+06 92200000000 2240.0097007754952756 4871.31
2.10438e+06 9.23e+10 2240.4910204863604122 4872.35
2.1063e+06 92400000000 2240.9720344480842869 4873.39
2.10822e+06 92500000000 2241.4527431140231784 4874.42
2.11015e+06 9.26e+10 2241.9331469364751683 4875.46
2.11207e+06 92700000000 2242.4132463666896911 4876.5
2.11399e+06 9.28e+10 2242.8930418548607122 4877.53
2.11592e+06 92900000000 2243.3725338501421902 4878.57
2.11784e+06 93000000000 2243.8517228006426194 4879.6
2.11976e+06 9.31e+10 2244.3306091561285029 4880.63
2.12169e+06 93200000000 2244.8091933611749482 4881.67
2.12361e+06 9.33e+10 2245.2874758591929094 4882.7
2.12553e+06 93400000000 2245.7654570939553196 4883.73
2.12746e+06 93500000000 2246.2431375081991973 4884.77
2.12938e+06 9.36e+10 2246.7205175436452009 4885.8
2.1313e+06 93700000000 2247.1975976409935356 4886.83
2.13323e+06 9.38e+10 2247.6743782399289557 4887.86
2.13515e+06 93900000000 2248.1508597791266766 4888.89
2.13707e+06 94000000000 2248.6270426962523743 4889.92
2.139e+06 9.41e+10 2249.1029274279590027 4890.95
2.14092e+06 94200000000 2249.5785144067963301 4891.98
2.14284e+06 9.43e+10 2250.0538040698043005 4893.01
2.14476e+06 94400000000 2250.5287968527259181 4894.03
2.14669e+06 94500000000 2251.0034931875643451 4895.06
2.14861e+06 9.46e+10 2251.4778935059957803 4896.09
2.15053e+06 94700000000 2251.9519982388683275 4897.11
2.15246e+06 9.48e+10 2252.4258078160473815 4898.14
2.15438e+06 94900000000 2252.8993226664169924 4899.17
2.1563e+06 95000000000 2253.3725432173596346 4900.19
2.15823e+06 9.51e+10 2253.8454698968503180 4901.22
2.16015e+06 95200000000 2254.3181031303251984 4902.24
2.16207e+06 9.53e+10 2254.7904433469948344 4903.26
2.164e+06 95400000000 2255.2624909672613285 4904.29
2.16592e+06 95500000000 2255.7342464131033921 4905.31
2.16784e+06 9.56e+10 2256.2057101063742266 4906.33
2.16977e+06 95700000000 2256.6768824676687473 4907.35
2.17168e+06 9.58e+10 2257.1477639163813365 4908.37
2.17358e+06 95900000000 2257.6183548735170916 4909.4
2.17547e+06 96000000000 2258.0886557548815290 4910.42
2.17737e+06 9.61e+10 2258.5586669787417122 4911.44
2.17927e+06 96200000000 2259.0283889612878738 4912.46
2.18116e+06 9.63e+10 2259.4978221177616433 4913.47
2.18306e+06 96400000000 2259.9669668583442217 4914.49
2.18496e+06 96500000000 2260.4358235999375211 4915.51
2.18685e+06 9.66e+10 2260.9043927560664997 4916.53
2.18875e+06 96700000000 2261.3726747384980627 4917.55
2.19065e+06 9.68e+10 2261.8406699575471066 4918.56
2.19255e+06 96900000000 2262.3083788241856382 4919.58
2.19444e+06 97000000000 2262.7758017468800062 4920.6
2.19634e+06 9.71e+10 2263.2429391337136622 4921.61
2.19824e+06 97200000000 2263.7097913918546510 4922.63
2.20013e+06 9.73e+10 2264.1763589275528830 4923.64
2.20203e+06 97400000000 2264.6426421461537757 4924.65
2.20393e+06 97500000000 2265.1086414550295558 4925.67
2.20582e+06 9.76e+10 2265.5743572555061291 4926.68
2.20772e+06 97700000000 2266.0397899491636053 4927.69
2.20962e+06 9.78e+10 2266.5049399375552639 4928.71
2.21151e+06 97900000000 2266.9698076213417153 4929.72
2.21341e+06 98000000000 2267.4343934002877177 4930.73
2.21531e+06 9.81e+10 2267.8986976732735457 4931.74
2.2172e+06 98200000000 2268.3627208382945355 4932.75
2.2191e+06 9.83e+10 2268.8264632924551734 4933.76
2.221e+06 98400000000 2269.2899254319868305 4934.77
2.22289e+06 98500000000 2269.7531076514824235 4935.78
2.22479e+06 9.86e+10 2270.2160103437890939 4936.79
2.22669e+06 98700000000 2270.6786339039294944 4937.8
2.22858e+06 9.88e+10 2271.1409787259512996 4938.81
2.23048e+06 98900000000 2271.6030452019035693 4939.81
2.23238e+06 99000000000 2272.0648337229727076 4940.82
2.23427e+06 9.91e+10 2272.5263446794779156 4941.83
2.23617e+06 99200000000 2272.9875784608830145 4942.83
2.23807e+06 9.93e+10 2273.4485354557905339 4943.84
2.23996e+06 99400000000 2273.9092160519444406 4944.84
2.24186e+06 99500000000 2274.3696206362433259 4945.85
2.24376e+06 9.96e+10 2274.8297495947317657 4946.85
2.24565e+06 99700000000 2275.2896033143074419 4947.86
2.24755e+06 9.98e+10 2275.7491821795028955 4948.86
2.24945e+06 99900000000 2276.2084865740166606 4949.86
2.25134e+06 100000000000 2276.6675168788356132 4950.86
2.25324e+06 1.001e+11 2277.1262734746110254 4951.87
2.25514e+06 100200000000 2277.5847567420692030 4952.87
2.25703e+06 1.003e+11 2278.0429670611028996 4953.87
2.25893e+06 100400000000 2278.5009048107785929 4954.87
2.26083e+06 100500000000 2278.9585703693351206 4955.87
2.26272e+06 1.006e+11 2279.4159641141859538 4956.87
2.26462e+06 100700000000 2279.8730864219232899 4957.87
2.26652e+06 1.008e+11 2280.3299376673007828 4958.87
2.26841e+06 100900000000 2280.7865182227037621 4959.87
2.27031e+06 101000000000 2281.2428284661446014 4960.87
2.27219e+06 1.011e+11 2281.6988687711759667 4961.86
2.27406e+06 101200000000 2282.1546395105392548 4962.86
2.27593e+06 1.013e+11 2282.6101410538103664 4963.86
2.2778e+06 101400000000 2283.0653737731645379 4964.86
2.27967e+06 101500000000 2283.5203380404273048 4965.85
2.28154e+06 1.016e+11 2283.9750342252295923 4966.85
2.28341e+06 101700000000 2284.4294626964087911 4967.84
2.28527e+06 1.018e+11 2284.8836238220028463 4968.84
2.28714e+06 101900000000 2285.3375179692575330 4969.83
2.28901e+06 102000000000 2285.7911455102994296 4970.83
2.29088e+06 1.021e+11 2286.2445068048295980 4971.82
2.29275e+06 102200000000 2286.6976022175008438 4972.81
2.29462e+06 1.023e+11 2287.1504321121333305 4973.8
2.29649e+06 102400000000 2287.6029968517777888 4974.8
2.29836e+06 102500000000 2288.0552967987009652 4975.79
2.30023e+06 1.026e+11 2288.5073323143933521 4976.78
2.3021e+06 102700000000 2288.9591037611203319 4977.77
